"Test Number"|"CAS Number"|"Chemical Name"|"Chemical Grade"|"Chemical Analysis"|"Test Method"|"Chemical Purity Mean Op"|"Chemical Purity Mean(%)"|"Chemical Purity Min Op"|"Chemical Purity Min(%)"|"Chemical Purity Max Op"|"Chemical Purity Max(%)"|"Species Scientific Name"|"Species Group"|"Organism Lifestage"|"Organism Age Mean Op"|"Organism Age Mean"|"Organism Age Min Op"|"Organism Age Min"|"Organism Age Max Op"|"Organism Age Max"|"Age Units"|"Exposure Type"|"Media Type"|"Test Location"|"Number of Doses"|"Conc 1 Type (Standardized)"|"Conc 1 Mean Op (Standardized)"|"Conc 1 Mean (Standardized)"|"Conc 1 Min Op (Standardized)"|"Conc 1 Min (Standardized)"|"Conc 1 Max Op (Standardized)"|"Conc 1 Max (Standardized)"|"Conc 1 Units (Standardized)"|"Conc 2 Type (Standardized)"|"Conc 2 Mean Op (Standardized)"|"Conc 2 Mean (Standardized)"|"Conc 2 Min Op (Standardized)"|"Conc Min 2 (Standardized)"|"Conc 2 Max Op (Standardized)"|"Conc 2 Max (Standardized)"|"Conc 2 Units (Standardized)"|"Conc 3 Type (Standardized)"|"Conc 3 Mean Op (Standardized)"|"Conc 3 Mean (Standardized)"|"Conc 3 Min Op (Standardized)"|"Conc Min 3 (Standardized)"|"Conc 3 Max Op (Standardized)"|"Conc 3 Max (Standardized)"|"Conc 3 Units (Standardized)"|Effect|"Effect Measurement"|Endpoint|"Response Site"|"Observed Duration Mean Op (Days)"|"Observed Duration Mean (Days)"|"Observed Duration Min Op (Days)"|"Observed Duration Min (Days)"|"Observed Duration Max Op (Days)"|"Observed Duration Max (Days)"|"Observed Duration Units (Days)"|"Test Type"|"Temperature Mean Op"|"Temperature Mean"|"Temperature Min Op"|"Temperature Min"|"Temperature Max Op"|"Temperature Max"|"Temperature Units"|"Hardness Mean Op"|"Hardness Mean"|"Hardness Min Op"|"Hardness Min"|"Hardness Max Op"|"Hardness Max"|"Hardness Units"|"Alkalinity Mean Op"|"Alkalinity Mean"|"Alkalinity Min Op"|"Alkalinity Min"|"Alkalinity Max Op"|"Alkalinity Max"|"Alkalinity Units"|"pH Mean Op"|"pH Mean"|"pH Min Op"|"pH Min"|"pH Max Op"|"pH Max"|"Author"|"Reference Number"|"Title"|"Source"|"Publication Year"|
1069656|50293|1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene]|Standard|Unmeasured|Not coded|>|99||NR||NR|Daphnia magna|Crustaceans; Standard Test Species|Not reported||12||NR||NR|Hour(s)|Renewal|Fresh water|Lab|NR|Active ingredient||0.00061||0.00058||0.00064|AI mg/L|||||||||||||||||Reproduction|Reproduction, general|EC50|Not reported||14||NR||NR|Day(s)|Not coded|||||||NR||||320*||340*|mg/L CaCO3|||||||NR||7.6*|||||Maki,A.W., and H.E. Johnson|5525|Effects of PCB (Aroclor 1254) and p,p'-DDT on Production and Survival of Daphnia magna Strauss|Bull. Environ. Contam. Toxicol.13(4): 412-416|1975|
1052908|7778509|Chromic acid dipotassium salt|Not reported|Measured|Not coded||NR||NR||NR|Daphnia magna|Crustaceans; Standard Test Species|Not reported||NR||72||120|Hour(s)|Static|Fresh water|Lab|NR|Total||0.0268||0.0201||0.0356|AI mg/L|||||||||||||||||Intoxication|Immobile|EC50|Not reported||1||NR||NR|Day(s)|Not coded||20*|||||C||||45.4||54.6|mg/L CaCO3|||||||NR||||7.2||8.0|Call,D.J., L.T. Brooke, N. Ahmad, and D.D. Vaishnav|3690|Aquatic Pollutant Hazard Assessments and Development of a Hazard Prediction Technology by Quantitative Structure-Activity Relationships|Second Quarterly Rep., U.S.EPA Coop.Agreement No.CR 809234-01-0, Ctr.for Lake Superior Environ.Stud., Univ.of Wisconsin, Superior, WI:74 p.|1981|
1206757|7778509|Chromic acid dipotassium salt|Not reported|Unmeasured|Not coded||NR||NR||NR|Daphnia magna|Crustaceans; Standard Test Species|Neonate|<|24||NR||NR|Hour(s)|Static|Fresh water|Lab|NR|Total||0.187||0.17975||0.19455|AI mg/L|||||||||||||||||Intoxication|Immobile|EC50|Not reported||2||NR||NR|Day(s)|Not coded||20|||||C|||||||NR|||||||NR||||7.4||8.5|Guilhermino,L., T.C. Diamantino, R. Ribeiro, F. Goncalves, and A.M.V.M. Soares|18978|Suitability of Test Media Containing EDTA for the Evaluation of Acute Metal Toxicity to Daphnia magna Straus|Ecotoxicol. Environ. Saf.38(3): 292-295|1997|
2205587|7778509|Chromic acid dipotassium salt|Not reported|Unmeasured|Not reported||NR||NR||NR|Daphnia magna|Crustaceans; Standard Test Species|Neonate|<=|24||NR||NR|Hour(s)|Static|Fresh water|Lab|NR|Total||1.13||0.99||1.3|AI mg/L|||||||||||||||||Intoxication|Immobile|EC50|Not reported||1||NR||NR|Day(s)|Not reported|||||||NR|||||||NR|||||||NR|||||||MacLean,M.M., and K.G. Doe|7069|The Comparative Toxicity of Crude and Refined Oils to Daphnia magna and Artemia|Environment Canada, EE-111, Dartmouth, Nova Scotia:64 p.|1989|
1098831|7778509|Chromic acid dipotassium salt|Not reported|Unmeasured|Not coded||NR||NR||NR|Daphnia magna|Crustaceans; Standard Test Species|Neonate|<=|24||NR||NR|Hour(s)|Renewal|Fresh water|Lab|NR|Total||1.61||1||4|AI mg/L|||||||||||||||||Intoxication|Immobile|EC50|Not reported||1||NR||NR|Day(s)|Not coded||20.0|||||C||243.3*|||||mg/L CaCO3|||||||NR|||||||Doe,K.G., and S.J. Ponsford|7054|EEC Daphnia Reproductive Inhibition Test Results:  Chronic Effects of Sodium Bromide on Daphnia magna and Results of Some Additional Quality Control Measures|Aquat.Toxicol.Sect., Lab.Div., Air & Water Branch, Environ.Prot.Serv., Dartmouth, Nova Scotia:15 p.|1986|
1206752|7778509|Chromic acid dipotassium salt|Not reported|Unmeasured|Not coded||NR||NR||NR|Daphnia magna|Crustaceans; Standard Test Species|Neonate|<|24||NR||NR|Hour(s)|Static|Fresh water|Lab|NR|Total||0.2297||0.22852||0.23087|AI mg/L|||||||||||||||||Intoxication|Immobile|EC50|Not reported||1||NR||NR|Day(s)|Not coded||20|||||C|||||||NR|||||||NR||||7.4||8.5|Guilhermino,L., T.C. Diamantino, R. Ribeiro, F. Goncalves, and A.M.V.M. Soares|18978|Suitability of Test Media Containing EDTA for the Evaluation of Acute Metal Toxicity to Daphnia magna Straus|Ecotoxicol. Environ. Saf.38(3): 292-295|1997|
2205589|7778509|Chromic acid dipotassium salt|Not reported|Unmeasured|Not reported||NR||NR||NR|Daphnia magna|Crustaceans; Standard Test Species|Neonate|<=|24||NR||NR|Hour(s)|Static|Fresh water|Lab|NR|Total||1.4||1.3||1.6|AI mg/L|||||||||||||||||Intoxication|Immobile|EC50|Not reported||1||NR||NR|Day(s)|Not reported|||||||NR|||||||NR|||||||NR|||||||MacLean,M.M., and K.G. Doe|7069|The Comparative Toxicity of Crude and Refined Oils to Daphnia magna and Artemia|Environment Canada, EE-111, Dartmouth, Nova Scotia:64 p.|1989|
2006540|7778509|Chromic acid dipotassium salt|Not reported|Not reported|Organization for Economic Cooperation and Development||NR||NR||NR|Daphnia magna|Crustaceans; Standard Test Species|Not reported|<|24||NR||NR|Hour(s)|Aquatic - not reported|Fresh water|Lab|NR|Total||0.93||NR||NR|AI mg/L|||||||||||||||||Intoxication|Immobile|EC50|Not reported||1||NR||NR|Day(s)|Acute||20|||||C||250|||||mg/L CaCO3|||||||NR||7.8|||||Haap,T., R. Triebskorn, and H.R. Kohler|112221|Acute Effects of Diclofenac and DMSO to Daphnia magna:  Immobilisation and hsp70-Induction|Chemosphere73(3): 353-359|2008|
1098532|7778509|Chromic acid dipotassium salt|Not reported|Unmeasured|Not coded||NR||NR||NR|Daphnia magna|Crustaceans; Standard Test Species|Neonate||NR||0||24|Hour(s)|Static|Fresh water|Lab|NR|Total||2.45||2.09||2.9|AI mg/L|||||||||||||||||Intoxication|Immobile|EC50|Not reported||1||NR||NR|Day(s)|Not coded||20*|||||C||250*|||||mg/L CaCO3|||||||NR||8.0*|||||Wernersson,A.S., and G. Dave|7019|Effects of Different Protective Agents on the Phototoxicity of Fluoranthene to Daphnia magna|Comp. Biochem. Physiol. C Comp. Pharmacol. Toxicol.120(3): 373-381|1998|
2211345|7778509|Chromic acid dipotassium salt|Not reported|Unmeasured|Organization for Economic Cooperation and Development||NR||NR||NR|Daphnia magna|Crustaceans; Standard Test Species|Neonate||NR||6||24|Hour(s)|Static|Fresh water|Lab|NR|Total||1.03||0.91||1.12|AI mg/L|||||||||||||||||Intoxication|Immobile|EC50|Not reported||1||NR||NR|Day(s)|Acute|||||||NR|||||||NR|||||||NR|||||||Cui,F., T. Chai, X. Liu, and C. Wang|176827|Toxicity of Three Strobilurins (Kresoxim-Methyl, Pyraclostrobin, and Trifloxystrobin) on Daphnia magna|Environ. Toxicol. Chem.36(1): 182-189|2017|
1052907|7778509|Chromic acid dipotassium salt|Not reported|Measured|Not coded||NR||NR||NR|Daphnia magna|Crustaceans; Standard Test Species|Not reported||NR||72||120|Hour(s)|Static|Fresh water|Lab|NR|Total||0.037||0.0259||0.0529|AI mg/L|||||||||||||||||Intoxication|Immobile|EC50|Not reported||1||NR||NR|Day(s)|Not coded||20*|||||C||||45.4||54.6|mg/L CaCO3|||||||NR||||7.2||8.0|Call,D.J., L.T. Brooke, N. Ahmad, and D.D. Vaishnav|3690|Aquatic Pollutant Hazard Assessments and Development of a Hazard Prediction Technology by Quantitative Structure-Activity Relationships|Second Quarterly Rep., U.S.EPA Coop.Agreement No.CR 809234-01-0, Ctr.for Lake Superior Environ.Stud., Univ.of Wisconsin, Superior, WI:74 p.|1981|
2205583|7778509|Chromic acid dipotassium salt|Not reported|Unmeasured|Not reported||NR||NR||NR|Daphnia magna|Crustaceans; Standard Test Species|Neonate|<=|24||NR||NR|Hour(s)|Static|Fresh water|Lab|NR|Total||1.3||1.2||1.5|AI mg/L|||||||||||||||||Intoxication|Immobile|EC50|Not reported||1||NR||NR|Day(s)|Not reported|||||||NR|||||||NR|||||||NR|||||||MacLean,M.M., and K.G. Doe|7069|The Comparative Toxicity of Crude and Refined Oils to Daphnia magna and Artemia|Environment Canada, EE-111, Dartmouth, Nova Scotia:64 p.|1989|
1227595|7778509|Chromic acid dipotassium salt|Not reported|Unmeasured|Not coded||NR||NR||NR|Daphnia magna|Crustaceans; Standard Test Species|Not reported|<|24||NR||NR|Hour(s)|Static|Fresh water|Lab|NR|Total||1.14||0.97||1.31|AI mg/L|||||||||||||||||Intoxication|Immobile|EC50|Not reported||1||NR||NR|Day(s)|Not coded||20|||||C||250|||||mg/L CaCO3|||||||NR||||7.9||8.0|Pedersen,F., E. Bjornestad, T. Vulpius, and H.B. Rasmussen|55965|Immobilisation Test of Alkylamine Compounds with the Crustacean Daphnia magna|Proj.No.303587, Report to Danish EPA, Copenhagen, Denmark:98 p.|1998|
1040031|7778509|Chromic acid dipotassium salt|Not reported|Measured|Not coded||NR||NR||NR|Daphnia magna|Crustaceans; Standard Test Species|Neonate||NR||NR||NR|Not reported|Static|Fresh water|Lab|NR|Total||0.2883||NR||NR|AI mg/L|||||||||||||||||Intoxication|Immobile|EC50|Not reported||2||NR||NR|Day(s)|Not coded|||||||NR|||||||HARD|||||||NR|||||||Baird,D.J., I. Barber, M. Bradley, A.M.V.M. Soares, and P. Calow|2493|A Comparative Study of Genotype Sensitivity to Acute Toxic Stress Using Clones of Daphnia magna Straus|Ecotoxicol. Environ. Saf.21(3): 257-265|1991|
1052914|7778509|Chromic acid dipotassium salt|Not reported|Measured|Not coded||NR||NR||NR|Daphnia magna|Crustaceans; Standard Test Species|Not reported||NR||72||120|Hour(s)|Static|Fresh water|Lab|NR|Total||0.0199||0.0178||0.0223|AI mg/L|||||||||||||||||Intoxication|Immobile|EC50|Not reported||2||NR||NR|Day(s)|Not coded||20*|||||C||||45.4||54.6|mg/L CaCO3|||||||NR||||7.2||8.0|Call,D.J., L.T. Brooke, N. Ahmad, and D.D. Vaishnav|3690|Aquatic Pollutant Hazard Assessments and Development of a Hazard Prediction Technology by Quantitative Structure-Activity Relationships|Second Quarterly Rep., U.S.EPA Coop.Agreement No.CR 809234-01-0, Ctr.for Lake Superior Environ.Stud., Univ.of Wisconsin, Superior, WI:74 p.|1981|
1035089|7778509|Chromic acid dipotassium salt|Not reported|Unmeasured|Not coded||NR||NR||NR|Daphnia magna|Crustaceans; Standard Test Species|Juvenile||NR||6||24|Hour(s)|Static|Fresh water|Lab|NR|Total||2||1.2||3|AI mg/L|||||||||||||||||Behavior|Distance moved, change in direct movement|EC50|Not reported||1||NR||NR|Day(s)|Not coded||14|||||C||320|||||mg/L CaCO3|||||||NR|||||||Persoone,G., A. Van de Vel, M. Van Steertegem, and B. De Nayer|2151|Predictive Value of Laboratory Tests With Aquatic Invertebrates: Influence of Experimental Conditions|Aquat. Toxicol.14(2): 149-166|1989|
2153430|7778509|Chromic acid dipotassium salt|Not reported|Unmeasured|International Standard Organisation||NR||NR||NR|Daphnia magna|Crustaceans; Standard Test Species|Not reported||NR||NR||NR|Not reported|Aquatic - not reported|Fresh water|Lab|NR|Total||1.4||NR||NR|AI mg/L|||||||||||||||||Intoxication|Immobile|EC50|Not reported||1||NR||NR|Day(s)|Not reported||20*|||||C||201|||||mg/L CaCO3|||||||NR||||7.0||8.0|Mansilha,C., P. Silva, S. Rocha, P. Gameiro, V. Domingues, C. Pinho, and I.M.P.L.V.O. Ferreira|170153|Bisphenol A Migration from Plastic Materials: Direct Insight of Ecotoxicity in Daphnia magna|Environ. Sci. Pollut. Res.20(9): 6007-6018|2013|
1098534|7778509|Chromic acid dipotassium salt|Analytical grade|Unmeasured|Not coded||NR||NR||NR|Daphnia magna|Crustaceans; Standard Test Species|Neonate||NR||0||24|Hour(s)|Static|Fresh water|Lab|NR|Total||NR|>|0|<|0.003|AI mg/L|||||||||||||||||Intoxication|Immobile|EC50|Not reported||7||NR||NR|Day(s)|Not coded||20*|||||C||250*|||||mg/L CaCO3|||||||NR||8.0*|||||Wernersson,A.S., and G. Dave|7019|Effects of Different Protective Agents on the Phototoxicity of Fluoranthene to Daphnia magna|Comp. Biochem. Physiol. C Comp. Pharmacol. Toxicol.120(3): 373-381|1998|
1227512|7778509|Chromic acid dipotassium salt|Not reported|Unmeasured|Not coded||NR||NR||NR|Daphnia magna|Crustaceans; Standard Test Species|Not reported|<|24||NR||NR|Hour(s)|Static|Fresh water|Lab|NR|Total||1.38||1.24||1.55|AI mg/L|||||||||||||||||Intoxication|Immobile|EC50|Not reported||1||NR||NR|Day(s)|Not coded||20|||||C||250|||||mg/L CaCO3|||||||NR||7.8|||||Pedersen,F., E. Bjornestad, T. Vulpius, and H.B. Rasmussen|55961|Immobilisation Test of Aniline Compounds with the Crustacean Daphnia magna|Proj.No.303587, Report to the Danish EPA, Copenhagen, Denmark:93 p.|1998|
2166240|7778509|Chromic acid dipotassium salt|Not reported|Unmeasured|Not reported||99.9||NR||NR|Daphnia magna|Crustaceans; Standard Test Species|Neonate|<|24||NR||NR|Hour(s)|Static|Fresh water|Lab|8|Total||0.6||0.51||0.7|AI mg/L|||||||||||||||||Intoxication|Immobile|EC50|Not reported||2||NR||NR|Day(s)|Acute||19|||||C|||||||NR|||||||NR|||||||Coors,A., J. Vanoverbeke, T. De Bie, and L. De Meester|120562|Land Use, Genetic Diversity and Toxicant Tolerance in Natural Populations of Daphnia magna|Aquat. Toxicol.95(1): 71-79|2009|
2036001|7778509|Chromic acid dipotassium salt|Not reported|Unmeasured|Not reported||NR||NR||NR|Daphnia magna|Crustaceans; Standard Test Species|Larva|~|4||NR||NR|Day(s)|Static|Fresh water|Lab|6|Total||1740||NR||NR|AI mg/L|||||||||||||||||Feeding behavior|Feeding behavior|EC50|Not reported||.1875||NR||NR|Day(s)|Not reported|||||||NR|||||||NR|||||||NR|||||||Acs,A., N. Kovats, and M. Refaey|119174|Novel Daphnia Test for Detecting Chemical Pollution|In: L.I.Simeonov and M.A.Hassanien, Exposure and Risk assessment of chemical Pollution - Contemporary Methodology, Springer, Dordrecht, Netherlands:439-444|2009|
2166232|7778509|Chromic acid dipotassium salt|Not reported|Unmeasured|Not reported||99.9||NR||NR|Daphnia magna|Crustaceans; Standard Test Species|Neonate|<|24||NR||NR|Hour(s)|Static|Fresh water|Lab|8|Total||1.16||0.88||1.64|AI mg/L|||||||||||||||||Intoxication|Immobile|EC50|Not reported||2||NR||NR|Day(s)|Acute||19|||||C|||||||NR|||||||NR|||||||Coors,A., J. Vanoverbeke, T. De Bie, and L. De Meester|120562|Land Use, Genetic Diversity and Toxicant Tolerance in Natural Populations of Daphnia magna|Aquat. Toxicol.95(1): 71-79|2009|
1098535|7778509|Chromic acid dipotassium salt|Analytical grade|Unmeasured|Not coded||NR||NR||NR|Daphnia magna|Crustaceans; Standard Test Species|Neonate||NR||0||24|Hour(s)|Static|Fresh water|Lab|NR|Total||NR|>|0|<|0.003|AI mg/L|||||||||||||||||Intoxication|Immobile|EC50|Not reported||14||NR||NR|Day(s)|Not coded||20*|||||C||250*|||||mg/L CaCO3|||||||NR||8.0*|||||Wernersson,A.S., and G. Dave|7019|Effects of Different Protective Agents on the Phototoxicity of Fluoranthene to Daphnia magna|Comp. Biochem. Physiol. C Comp. Pharmacol. Toxicol.120(3): 373-381|1998|
1130227|7778509|Chromic acid dipotassium salt|Not reported|Unmeasured|Not coded||NR||NR||NR|Daphnia magna|Crustaceans; Standard Test Species|Not reported|<|24||NR||NR|Hour(s)|Static|Fresh water|Lab|NR|Total||0.035||NR||NR|AI mg/L|||||||||||||||||Intoxication|Immobile|EC50|Not reported||2||NR||NR|Day(s)|Not coded||20|||||C|||||||NR|||||||NR|||||||Stephenson,R.R., and S.A. Watts|10486|Chronic Toxicity Tests with Daphnia magna: The Effects of Different Food and Temperature Regimes on Survival, Reproduction and Growth|Environ. Pollut. A.36(2): 95-107|1984|
1227565|7778509|Chromic acid dipotassium salt|Not reported|Unmeasured|Not coded||NR||NR||NR|Daphnia magna|Crustaceans; Standard Test Species|Not reported|<|24||NR||NR|Hour(s)|Static|Fresh water|Lab|NR|Total||1.26||1.1||1.46|AI mg/L|||||||||||||||||Intoxication|Immobile|EC50|Not reported||1||NR||NR|Day(s)|Not coded|||||||NR|||||||NR|||||||NR||7.8|||||Pedersen,F.|55963|Immobilization Test of Three Trialkylamine Compounds with the Crustacean Daphnia magna|Proj.No.303587, Report to Danish EPA, Copenhagen, Denmark:46 p.|2000|
1111026|7778509|Chromic acid dipotassium salt|Not reported|Unmeasured|Not coded||NR||NR||NR|Daphnia magna|Crustaceans; Standard Test Species|Not reported||NR||NR||NR|Not reported|Static|Fresh water|Lab|NR|Total||1.6||NR||NR|AI mg/L|||||||||||||||||Physiology|Physiology, general|EC50|Not reported||1||NR||NR|Day(s)|Not coded|||||||NR|||||||NR|||||||NR|||||||Lagerspetz,K.Y.H., A. Tiiska, and K.E.O. Senius|8305|Low Sensitivity of Ciliary Activity in the Gills of Anodonta cygnea to Some Ecotoxicals|Comp. Biochem. Physiol. C Comp. Pharmacol.105(3): 393-395|1993|
1098834|7778509|Chromic acid dipotassium salt|Not reported|Unmeasured|Not coded||NR||NR||NR|Daphnia magna|Crustaceans; Standard Test Species|Neonate|<=|24||NR||NR|Hour(s)|Renewal|Fresh water|Lab|NR|Total||1.17||0.5||2|AI mg/L|||||||||||||||||Intoxication|Immobile|EC50|Not reported||1||NR||NR|Day(s)|Not coded||20.0|||||C||243.3*|||||mg/L CaCO3|||||||NR|||||||Doe,K.G., and S.J. Ponsford|7054|EEC Daphnia Reproductive Inhibition Test Results:  Chronic Effects of Sodium Bromide on Daphnia magna and Results of Some Additional Quality Control Measures|Aquat.Toxicol.Sect., Lab.Div., Air & Water Branch, Environ.Prot.Serv., Dartmouth, Nova Scotia:15 p.|1986|
2117961|7778509|Chromic acid dipotassium salt|Not reported|Unmeasured|International Standard Organisation||NR||NR||NR|Daphnia magna|Crustaceans; Standard Test Species|Not reported|<|24||NR||NR|Hour(s)|Aquatic - not reported|Fresh water|Lab|NR|Total||1.19||NR||NR|AI mg/L|||||||||||||||||Intoxication|Immobile|EC50|Not reported||2||NR||NR|Day(s)|Acute||20|||||C|||||||NR|||||||NR|||||||Minguez,L., E. Farcy, C. Ballandonne, A. Lepailleur, A. Serpentini, J.M. Lebel, R. Bureau, and M.P. Halm-Lemeille|167226|Acute Toxicity of 8 Antidepressants: What are Their Modes of Action?|Chemosphere108(0): 314-319|2014|
2040624|7778509|Chromic acid dipotassium salt|Not reported|Unmeasured|Organization for Economic Cooperation and Development||NR||NR||NR|Daphnia magna|Crustaceans; Standard Test Species|Neonate|<=|24||NR||NR|Hour(s)|Aquatic - not reported|Fresh water|Lab|NR|Total||NR||0.7||1.1|AI mg/L|||||||||||||||||Intoxication|Immobile|EC50|Not reported||1||NR||NR|Day(s)|Acute||20|||||C|||||||NR|||||||NR|||||||Lin,J., J. Chen, X. Cai, X. Qiao, L. Huang, D. Wang, and Z. Wang|158031|Evolution of Toxicity upon Hydrolysis of Fenoxaprop-p-Ethyl|J. Agric. Food Chem.55(18): 7626-7629|2007|
2166239|7778509|Chromic acid dipotassium salt|Not reported|Unmeasured|Not reported||99.9||NR||NR|Daphnia magna|Crustaceans; Standard Test Species|Neonate|<|24||NR||NR|Hour(s)|Static|Fresh water|Lab|8|Total||0.55||0.45||0.67|AI mg/L|||||||||||||||||Intoxication|Immobile|EC50|Not reported||2||NR||NR|Day(s)|Acute||19|||||C|||||||NR|||||||NR|||||||Coors,A., J. Vanoverbeke, T. De Bie, and L. De Meester|120562|Land Use, Genetic Diversity and Toxicant Tolerance in Natural Populations of Daphnia magna|Aquat. Toxicol.95(1): 71-79|2009|
1035086|7778509|Chromic acid dipotassium salt|Not reported|Unmeasured|Not coded||NR||NR||NR|Daphnia magna|Crustaceans; Standard Test Species|Juvenile||NR||6||24|Hour(s)|Static|Fresh water|Lab|NR|Total||0.08||0.048||0.116|AI mg/L|||||||||||||||||Behavior|Distance moved, change in direct movement|EC50|Not reported||1||NR||NR|Day(s)|Not coded||21|||||C||80|||||mg/L CaCO3|||||||NR|||||||Persoone,G., A. Van de Vel, M. Van Steertegem, and B. De Nayer|2151|Predictive Value of Laboratory Tests With Aquatic Invertebrates: Influence of Experimental Conditions|Aquat. Toxicol.14(2): 149-166|1989|
2177810|7778509|Chromic acid dipotassium salt|A.R. grade (Analytical Reagent grade)|Unmeasured|Organization for Economic Cooperation and Development||NR||NR||NR|Daphnia magna|Crustaceans; Standard Test Species|Neonate|<=|24||NR||NR|Hour(s)|Static|Fresh water|Lab|6|Total||0.78||NR||NR|AI mg/L|||||||||||||||||Intoxication|Immobile|EC50|Not reported||2||NR||NR|Day(s)|Acute||20|||||C|||||||NR|||||||NR||||7.77||8.14|Ikuno,E., T. Matsumoto, T. Okubo, S. Itoi, and H. Sugita|112916|Difference in the Sensitivity to Chemical Compounds Between Female and Male Neonates of Daphnia magna|Environ. Toxicol.23(5): 570-575|2008|
1226294|7778509|Chromic acid dipotassium salt|Not reported|Unmeasured|Not coded||NR||NR||NR|Daphnia magna|Crustaceans; Standard Test Species|Juvenile||NR||2||6|Hour(s)|Static|Fresh water|Lab|NR|Total||0.85||NR||NR|AI mg/L|||||||||||||||||Intoxication|Immobile|EC50|Not reported||1||NR||NR|Day(s)|Not coded||20|||||C|||||||NR|||||||NR|||||||Klein,B.|51011|Age as a Factor Influencing Results in the Acute Daphnid Test with Daphnia magna Straus|Water Res.34(5): 1419-1424|2000|
2177810|7778509|Chromic acid dipotassium salt|A.R. grade (Analytical Reagent grade)|Unmeasured|Organization for Economic Cooperation and Development||NR||NR||NR|Daphnia magna|Crustaceans; Standard Test Species|Neonate|<=|24||NR||NR|Hour(s)|Static|Fresh water|Lab|6|Total||1.16||NR||NR|AI mg/L|||||||||||||||||Intoxication|Immobile|EC50|Not reported||1||NR||NR|Day(s)|Acute||20|||||C|||||||NR|||||||NR||||7.77||8.14|Ikuno,E., T. Matsumoto, T. Okubo, S. Itoi, and H. Sugita|112916|Difference in the Sensitivity to Chemical Compounds Between Female and Male Neonates of Daphnia magna|Environ. Toxicol.23(5): 570-575|2008|
1098536|7778509|Chromic acid dipotassium salt|Analytical grade|Unmeasured|Not coded||NR||NR||NR|Daphnia magna|Crustaceans; Standard Test Species|Neonate||NR||0||24|Hour(s)|Static|Fresh water|Lab|NR|Total||NR|>|0|<|0.005|AI mg/L|||||||||||||||||Intoxication|Immobile|EC50|Not reported||3||NR||NR|Day(s)|Not coded||20*|||||C||250*|||||mg/L CaCO3|||||||NR||8.0*|||||Wernersson,A.S., and G. Dave|7019|Effects of Different Protective Agents on the Phototoxicity of Fluoranthene to Daphnia magna|Comp. Biochem. Physiol. C Comp. Pharmacol. Toxicol.120(3): 373-381|1998|
2177810|7778509|Chromic acid dipotassium salt|A.R. grade (Analytical Reagent grade)|Unmeasured|Organization for Economic Cooperation and Development||NR||NR||NR|Daphnia magna|Crustaceans; Standard Test Species|Neonate|<=|24||NR||NR|Hour(s)|Static|Fresh water|Lab|6|Total||1.44||NR||NR|AI mg/L|||||||||||||||||Intoxication|Immobile|EC50|Not reported||1||NR||NR|Day(s)|Acute||20|||||C|||||||NR|||||||NR||||7.77||8.14|Ikuno,E., T. Matsumoto, T. Okubo, S. Itoi, and H. Sugita|112916|Difference in the Sensitivity to Chemical Compounds Between Female and Male Neonates of Daphnia magna|Environ. Toxicol.23(5): 570-575|2008|
2177810|7778509|Chromic acid dipotassium salt|A.R. grade (Analytical Reagent grade)|Unmeasured|Organization for Economic Cooperation and Development||NR||NR||NR|Daphnia magna|Crustaceans; Standard Test Species|Neonate|<=|24||NR||NR|Hour(s)|Static|Fresh water|Lab|6|Total||0.92||NR||NR|AI mg/L|||||||||||||||||Intoxication|Immobile|EC50|Not reported||2||NR||NR|Day(s)|Acute||20|||||C|||||||NR|||||||NR||||7.77||8.14|Ikuno,E., T. Matsumoto, T. Okubo, S. Itoi, and H. Sugita|112916|Difference in the Sensitivity to Chemical Compounds Between Female and Male Neonates of Daphnia magna|Environ. Toxicol.23(5): 570-575|2008|
1133895|7778509|Chromic acid dipotassium salt|Not reported|Unmeasured|Not coded||NR||NR||NR|Daphnia magna|Crustaceans; Standard Test Species|Juvenile||NR||6||24|Hour(s)|Static|Fresh water|Lab|NR|Total||0.27||0.23||0.32|AI mg/L|||||||||||||||||Intoxication|Immobile|EC50|Not reported||2||NR||NR|Day(s)|Not coded||20.5|||||C||250/||/||/|mg/L CaCO3|||||||NR||/||7.8/||8.2/|Berglind,R., and G. Dave|10871|Acute Toxicity of Chromate, DDT, PCP, TPBS, and Zinc to Daphnia magna Cultured in Hard and Soft Water|Bull. Environ. Contam. Toxicol.33(1): 63-68|1984|
1081709|7778509|Chromic acid dipotassium salt|Not reported|Unmeasured|Not coded||NR||NR||NR|Daphnia magna|Crustaceans; Standard Test Species|Neonate||NR||6||24|Hour(s)|Static|Fresh water|Lab|NR|Total||46.8||0.3||67.2|AI mg/L|||||||||||||||||Intoxication|Immobile|EC50|Not reported||2||NR||NR|Day(s)|Not coded||20|||||C|||||||SOFT|||||||NR|||||||Hickey,C.W., and M.L. Vickers|6309|Comparison of the Sensitivity to Heavy Metals and Pentachlorophenol of the Mayflies Deleatidium spp. and the Cladoceran Daphnia magna|N. Z. J. Mar. Freshw. Res.26(1): 87-93|1992|
