CAS Number,Chemical Name,Chemical Grade,Chemical Analysis,Chemical Purity,Species Scientific Name,Species Common Name,Species Group,Organism Lifestage,Organism Age,Age Units,Exposure Type,Media Type,Test Location,Number of Doses,Conc 1 Type (Standardized),Conc 1 (Standardized),Conc 1 Units (Standardized),Effect,Effect Measurement,Endpoint,Response Site,Observed Duration (Days),Observed Duration Units (Days),Author,Reference Number,Title,Source,Publication Year,Summary of Additional Parameters
10108642,Cadmium chloride (CdCl2),Not reported,Unmeasured,NR,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Not reported,<48,Hour(s),Static,Fresh water,Lab,NR,Total,0.304,AI mg/L,Mortality,Mortality,LC50,Not reported,2,Day(s),"Bodar,C.W.M., I. Van der Sluis, J.C.P. Van Montfort, P.A. Voogt, and D.I. Zandee",3001,Cadmium Resistance in Daphnia magna,Aquat. Toxicol.16(1): 33-40,1990,Purity:   NR - NR | Organism Age:   NR - NR Hour(s) | Conc 1 (Author):   Total 0.25 - 0.366 AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   NR (NR - NR) NR | Conc 3 (Author):   NR (NR - NR) NR
10108642,Cadmium chloride (CdCl2),Not reported,Measured,NR,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Not reported,NR,Hour(s),Static,Fresh water,Lab,NR,Total,0.1,AI mg/L,Mortality,Mortality,LC50,Not reported,4,Day(s),"Call,D.J., L.T. Brooke, N. Ahmad, and D.D. Vaishnav",3690,Aquatic Pollutant Hazard Assessments and Development of a Hazard Prediction Technology by Quantitative Structure-Activity Relationships,"Second Quarterly Rep., U.S.EPA Coop.Agreement No.CR 809234-01-0, Ctr.for Lake Superior Environ.Stud., Univ.of Wisconsin, Superior, WI:74 p.",1981,Purity:   NR - NR | Organism Age:   72 - 120 Hour(s) | Conc 1 (Author):   Total NR - NR AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   NR (NR - NR) NR | Conc 3 (Author):   NR (NR - NR) NR
10108642,Cadmium chloride (CdCl2),"Reagent Grade, Purissium, Purum, Puriss or Puris",Measured,NR,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Not reported,5,Day(s),Static,Fresh water,Lab,NR,Dissolved,0.027,AI mg/L,Mortality,Mortality,LC50,Not reported,2,Day(s),"Nebeker,A.V., S.T. Onjukka, M.A. Cairns, and D.F. Krawczyk",12079,Survival of Daphnia magna and Hyalella azteca in Cadmium-Spiked Water and Sediment,Environ. Toxicol. Chem.5(10): 933-938,1986,Purity:   NR - NR | Organism Age:   NR - NR Day(s) | Conc 1 (Author):   Dissolved 0.015 - 0.048 AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   Total 0.069 (0.045 - 0.106) AI mg/L | Conc 3 (Author):   NR (NR - NR) NR
10108642,Cadmium chloride (CdCl2),Not reported,Unmeasured,NR,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Neonate,<24,Hour(s),Static,Fresh water,Lab,NR,Total,0.098,AI mg/L,Mortality,Mortality,LC50,Not reported,2,Day(s),"Enserink,L., W. Luttmer, and H. Maas-Diepeveen",3336,Reproductive Strategy of Daphnia magna Affects the Sensitivity of Its Progeny in Acute Toxicity Tests,Aquat. Toxicol.17(1): 15-26,1990,Purity:   NR - NR | Organism Age:   NR - NR Hour(s) | Conc 1 (Author):   Total 0.086 - 0.11 AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   NR (NR - NR) NR | Conc 3 (Author):   NR (NR - NR) NR
10108642,Cadmium chloride (CdCl2),Not reported,Unmeasured,99,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Neonate,<24,Hour(s),Static,Fresh water,Lab,NR,Total,NR,AI mg/L,Mortality,Mortality,LC50,Not reported,2,Day(s),"Penttinen,S., A. Kostamo, and J.V.K. Kukkonen",15821,Combined Effects of Dissolved Organic Material and Water Hardness on Toxicity of Cadmium to Daphnia magna,Environ. Toxicol. Chem.17(12): 2498-2503,1998,Purity:   NR - NR | Organism Age:   NR - NR Hour(s) | Conc 1 (Author):   Total >0 - <0.1 AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   NR (NR - NR) NR | Conc 3 (Author):   NR (NR - NR) NR
10108642,Cadmium chloride (CdCl2),Not reported,Unmeasured,NR,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Not reported,36,Hour(s),Static,Fresh water,Lab,NR,Total,0.0224,AI mg/L,Mortality,Mortality,LC50,Not reported,2,Day(s),"Hatakeyama,S., and Y. Sugaya",984,A Freshwater Shrimp (Paratya compressa improvisa) as a Sensitive Test Organism to Pesticides,Environ. Pollut.59(4): 325-336,1989,Purity:   NR - NR | Organism Age:   NR - NR Hour(s) | Conc 1 (Author):   Total 0.0155 - 0.0324 AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   NR (NR - NR) NR | Conc 3 (Author):   NR (NR - NR) NR
10108642,Cadmium chloride (CdCl2),Not reported,Measured,NR,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Neonate,<24,Hour(s),Renewal,Fresh water,Lab,7,Total,>0.00685,AI mg/L,Mortality,Mortality,LC50,Not reported,4,Day(s),Chadwick Ecological Consultants Inc.,118149,Acute and Chronic Toxicity of Cadmium to Freshwater Crustaceans at Different Water Hardness Concentrations,"Rep.Prepared for Thompson Creek Mining Company, Challis, ID, by Chandwick Ecological Consultants, Inc., Littleton, CO:51 p.",2003,Purity:   NR - NR | Organism Age:   NR - NR Hour(s) | Conc 1 (Author):   Total NR - NR AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   NR (NR - NR) NR | Conc 3 (Author):   NR (NR - NR) NR
10108642,Cadmium chloride (CdCl2),Not reported,Unmeasured,NR,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Neonate,<24,Hour(s),Static,Fresh water,Lab,NR,Total,0.047,AI mg/L,Mortality,Mortality,LC50,Not reported,2,Day(s),"Lewis,P.A., and W.B. Horning II",3920,Differences in Acute Toxicity Test Results of Three Reference Toxicants on Daphnia at Two Temperatures,Environ. Toxicol. Chem.10:1351-1357,1991,Purity:   NR - NR | Organism Age:   NR - NR Hour(s) | Conc 1 (Author):   Total NR - NR AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   NR (NR - NR) NR | Conc 3 (Author):   NR (NR - NR) NR
10108642,Cadmium chloride (CdCl2),Not reported,Unmeasured,NR,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Not reported,<24,Hour(s),Static,Fresh water,Lab,NR,Total,0.263,AI mg/L,Mortality,Mortality,LC50,Not reported,2,Day(s),"Bodar,C.W.M., I. Van der Sluis, J.C.P. Van Montfort, P.A. Voogt, and D.I. Zandee",3001,Cadmium Resistance in Daphnia magna,Aquat. Toxicol.16(1): 33-40,1990,Purity:   NR - NR | Organism Age:   NR - NR Hour(s) | Conc 1 (Author):   Total 0.185 - 0.384 AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   NR (NR - NR) NR | Conc 3 (Author):   NR (NR - NR) NR
10108642,Cadmium chloride (CdCl2),"Reagent Grade, Purissium, Purum, Puriss or Puris",Unmeasured,NR,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Not reported,NR,Week(s),Static,Fresh water,Lab,NR,Total,0.0086,AI mg/L,Mortality,Mortality,LC50,Not reported,14,Day(s),"Suedel,B.C., J.H.,Jr. Rodgers, and E. Deaver",18420,Experimental Factors that may Affect Toxicity of Cadmium to Freshwater Organisms,Arch. Environ. Contam. Toxicol.33(2): 188-193,1997,Purity:   NR - NR | Organism Age:   ~2 - 3 Week(s) | Conc 1 (Author):   Total 0.0076 - 0.0096 AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   NR (NR - NR) NR | Conc 3 (Author):   NR (NR - NR) NR
10108642,Cadmium chloride (CdCl2),Not reported,Unmeasured,NR,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Neonate,<24,Hour(s),Static,Fresh water,Lab,NR,Total,0.005,AI mg/L,Mortality,Mortality,LC50,Not reported,2,Day(s),"Lewis,P.A., and W.B. Horning II",3920,Differences in Acute Toxicity Test Results of Three Reference Toxicants on Daphnia at Two Temperatures,Environ. Toxicol. Chem.10:1351-1357,1991,Purity:   NR - NR | Organism Age:   NR - NR Hour(s) | Conc 1 (Author):   Total NR - NR AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   NR (NR - NR) NR | Conc 3 (Author):   NR (NR - NR) NR
10108642,Cadmium chloride (CdCl2),Not reported,Unmeasured,NR,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Neonate,NR,Not reported,Static,Fresh water,Lab,NR,Total,0.067,AI mg/L,Mortality,Mortality,LC50,Not reported,1,Day(s),"Lewis,P.A., and C.I. Weber",11861,A Study of the Reliability of Daphnia Acute Toxicity Tests,ASTM Spec. Tech. Publ.:73-86,1985,Purity:   NR - NR | Organism Age:   NR - NR Not reported | Conc 1 (Author):   Total NR - NR AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   NR (NR - NR) NR | Conc 3 (Author):   NR (NR - NR) NR
10108642,Cadmium chloride (CdCl2),Not reported,Unmeasured,NR,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Neonate,NR,Not reported,Static,Fresh water,Lab,NR,Total,0.098,AI mg/L,Mortality,Mortality,LC50,Not reported,2,Day(s),"Lewis,P.A., and C.I. Weber",11861,A Study of the Reliability of Daphnia Acute Toxicity Tests,ASTM Spec. Tech. Publ.:73-86,1985,Purity:   NR - NR | Organism Age:   NR - NR Not reported | Conc 1 (Author):   Total NR - NR AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   NR (NR - NR) NR | Conc 3 (Author):   NR (NR - NR) NR
10108642,Cadmium chloride (CdCl2),Not reported,Unmeasured,NR,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Neonate,NR,Not reported,Static,Fresh water,Lab,NR,Total,0.043,AI mg/L,Mortality,Mortality,LC50,Not reported,2,Day(s),"Lewis,P.A., and C.I. Weber",11861,A Study of the Reliability of Daphnia Acute Toxicity Tests,ASTM Spec. Tech. Publ.:73-86,1985,Purity:   NR - NR | Organism Age:   NR - NR Not reported | Conc 1 (Author):   Total NR - NR AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   NR (NR - NR) NR | Conc 3 (Author):   NR (NR - NR) NR
10108642,Cadmium chloride (CdCl2),Not reported,Unmeasured,NR,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Neonate,NR,Not reported,Static,Fresh water,Lab,NR,Total,0.18,AI mg/L,Mortality,Mortality,LC50,Not reported,1,Day(s),"Lewis,P.A., and C.I. Weber",11861,A Study of the Reliability of Daphnia Acute Toxicity Tests,ASTM Spec. Tech. Publ.:73-86,1985,Purity:   NR - NR | Organism Age:   NR - NR Not reported | Conc 1 (Author):   Total NR - NR AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   NR (NR - NR) NR | Conc 3 (Author):   NR (NR - NR) NR
10108642,Cadmium chloride (CdCl2),Not reported,Measured,NR,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Not reported,<=24,Hour(s),Static,Fresh water,Lab,NR,Dissolved,0.044,AI mg/L,Mortality,Mortality,LC50,Not reported,2,Day(s),"Schuytema,G.S., P.O. Nelson, K.W. Malueg, A.V. Nebeker, D.F. Krawczyk, and A.K. Ratcliff",10929,Toxicity of Cadmium in Water and Sediment Slurries to Daphnia magna,Environ. Toxicol. Chem.3(2): 293-308,1984,Purity:   NR - NR | Organism Age:   NR - NR Hour(s) | Conc 1 (Author):   Dissolved 0.029 - 0.065 AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   NR (NR - NR) NR | Conc 3 (Author):   NR (NR - NR) NR
10108642,Cadmium chloride (CdCl2),Not reported,Unmeasured,NR,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Neonate,NR,Not reported,Static,Fresh water,Lab,NR,Total,0.24,AI mg/L,Mortality,Mortality,LC50,Not reported,1,Day(s),"Lewis,P.A., and C.I. Weber",11861,A Study of the Reliability of Daphnia Acute Toxicity Tests,ASTM Spec. Tech. Publ.:73-86,1985,Purity:   NR - NR | Organism Age:   NR - NR Not reported | Conc 1 (Author):   Total NR - NR AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   NR (NR - NR) NR | Conc 3 (Author):   NR (NR - NR) NR
10108642,Cadmium chloride (CdCl2),Not reported,Unmeasured,NR,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Neonate,NR,Not reported,Static,Fresh water,Lab,NR,Total,0.27,AI mg/L,Mortality,Mortality,LC50,Not reported,1,Day(s),"Lewis,P.A., and C.I. Weber",11861,A Study of the Reliability of Daphnia Acute Toxicity Tests,ASTM Spec. Tech. Publ.:73-86,1985,Purity:   NR - NR | Organism Age:   NR - NR Not reported | Conc 1 (Author):   Total NR - NR AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   NR (NR - NR) NR | Conc 3 (Author):   NR (NR - NR) NR
10108642,Cadmium chloride (CdCl2),Not reported,Unmeasured,99,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Neonate,<24,Hour(s),Static,Fresh water,Lab,NR,Total,NR,AI mg/L,Mortality,Mortality,LC50,Not reported,2,Day(s),"Penttinen,S., A. Kostamo, and J.V.K. Kukkonen",15821,Combined Effects of Dissolved Organic Material and Water Hardness on Toxicity of Cadmium to Daphnia magna,Environ. Toxicol. Chem.17(12): 2498-2503,1998,Purity:   NR - NR | Organism Age:   NR - NR Hour(s) | Conc 1 (Author):   Total >0.05 - <0.06 AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   NR (NR - NR) NR | Conc 3 (Author):   NR (NR - NR) NR
10108642,Cadmium chloride (CdCl2),Not reported,Unmeasured,NR,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Neonate,NR,Not reported,Static,Fresh water,Lab,NR,Total,0.018,AI mg/L,Mortality,Mortality,LC50,Not reported,1,Day(s),"Lewis,P.A., and C.I. Weber",11861,A Study of the Reliability of Daphnia Acute Toxicity Tests,ASTM Spec. Tech. Publ.:73-86,1985,Purity:   NR - NR | Organism Age:   NR - NR Not reported | Conc 1 (Author):   Total NR - NR AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   NR (NR - NR) NR | Conc 3 (Author):   NR (NR - NR) NR
10108642,Cadmium chloride (CdCl2),Not reported,Measured,NR,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Juvenile,NR,Not reported,Flow-through,Fresh water,Lab,NR,Total,0.2038,AI mg/L,Mortality,Mortality,LC50,Not reported,1.5,Day(s),"Attar,E.N., and E.J. Maly",15484,"Acute Toxicity of Cadmium, Zinc, and Cadmium-Zinc Mixtures to Daphnia magna",Arch. Environ. Contam. Toxicol.11(3): 291-296,1982,Purity:   NR - NR | Organism Age:   NR - NR Not reported | Conc 1 (Author):   Total NR - NR AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   NR (NR - NR) NR | Conc 3 (Author):   NR (NR - NR) NR
10108642,Cadmium chloride (CdCl2),"Reagent Grade, Purissium, Purum, Puriss or Puris",Measured,NR,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Not reported,5,Day(s),Static,Fresh water,Lab,NR,Dissolved,0.061,AI mg/L,Mortality,Mortality,LC50,Not reported,2,Day(s),"Nebeker,A.V., S.T. Onjukka, M.A. Cairns, and D.F. Krawczyk",12079,Survival of Daphnia magna and Hyalella azteca in Cadmium-Spiked Water and Sediment,Environ. Toxicol. Chem.5(10): 933-938,1986,Purity:   NR - NR | Organism Age:   NR - NR Day(s) | Conc 1 (Author):   Dissolved 0.02 - 0.182 AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   Total 0.252 (0.152 - 0.419) AI mg/L | Conc 3 (Author):   NR (NR - NR) NR
10108642,Cadmium chloride (CdCl2),Analar grade,Unmeasured,99,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Neonate,24,Hour(s),Static,Fresh water,Lab,' 6-8,Total,0.52,AI mg/L,Mortality,Mortality,LC50,Not reported,2,Day(s),"Mohammed,A.",102662,"Comparative Sensitivities of the Tropical Cladoceran, Ceriodaphnia rigaudii and the Temperate Species Daphnia magna to Seven Toxicants",Toxicol. Environ. Chem.89(2): 347-352,2007,Purity:   NR - NR | Organism Age:   NR - NR Hour(s) | Conc 1 (Author):   Total NR - NR AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   NR (NR - NR) NR | Conc 3 (Author):   NR (NR - NR) NR
10108642,Cadmium chloride (CdCl2),Not reported,Unmeasured,NR,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Not reported,NR,Hour(s),Not reported,Fresh water,Lab,NR,Total,0.36,AI mg/L,Mortality,Mortality,LC50,Not reported,2,Day(s),"Fargasova,A.",4002,Toxicity of Metals on Daphnia magna and Tubifex tubifex,Ecotoxicol. Environ. Saf.27(2): 210-213,1994,Purity:   NR - NR | Organism Age:   6 - 24 Hour(s) | Conc 1 (Author):   Total 0.32 - 0.94 AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   NR (NR - NR) NR | Conc 3 (Author):   NR (NR - NR) NR
10108642,Cadmium chloride (CdCl2),Not reported,Unmeasured,NR,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Neonate,NR,Not reported,Static,Fresh water,Lab,NR,Total,0.018,AI mg/L,Mortality,Mortality,LC50,Not reported,2,Day(s),"Lewis,P.A., and C.I. Weber",11861,A Study of the Reliability of Daphnia Acute Toxicity Tests,ASTM Spec. Tech. Publ.:73-86,1985,Purity:   NR - NR | Organism Age:   NR - NR Not reported | Conc 1 (Author):   Total NR - NR AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   NR (NR - NR) NR | Conc 3 (Author):   NR (NR - NR) NR
10108642,Cadmium chloride (CdCl2),Not reported,Unmeasured,NR,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Neonate,<24,Hour(s),Static,Fresh water,Lab,NR,Total,0.067,AI mg/L,Mortality,Mortality,LC50,Not reported,1,Day(s),"Lewis,P.A., and W.B. Horning II",3920,Differences in Acute Toxicity Test Results of Three Reference Toxicants on Daphnia at Two Temperatures,Environ. Toxicol. Chem.10:1351-1357,1991,Purity:   NR - NR | Organism Age:   NR - NR Hour(s) | Conc 1 (Author):   Total NR - NR AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   NR (NR - NR) NR | Conc 3 (Author):   NR (NR - NR) NR
10108642,Cadmium chloride (CdCl2),Not reported,Measured,NR,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Neonate,<24,Hour(s),Renewal,Fresh water,Lab,NR,Total,0.0049,AI mg/L,Mortality,Mortality,LC50,Not reported,21,Day(s),"Enserink,L., M. De la Haye, and H. Maas",7016,Reproductive Strategy of Daphnia magna: Implications for Chronic Toxicity Tests,Aquat. Toxicol.25:111-124,1993,Purity:   NR - NR | Organism Age:   NR - NR Hour(s) | Conc 1 (Author):   Total 0.0041 - 0.006 AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   NR (NR - NR) NR | Conc 3 (Author):   NR (NR - NR) NR
10108642,Cadmium chloride (CdCl2),Not reported,Unmeasured,NR,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Neonate,NR,Not reported,Static,Fresh water,Lab,NR,Total,0.018,AI mg/L,Mortality,Mortality,LC50,Not reported,2,Day(s),"Lewis,P.A., and C.I. Weber",11861,A Study of the Reliability of Daphnia Acute Toxicity Tests,ASTM Spec. Tech. Publ.:73-86,1985,Purity:   NR - NR | Organism Age:   NR - NR Not reported | Conc 1 (Author):   Total NR - NR AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   NR (NR - NR) NR | Conc 3 (Author):   NR (NR - NR) NR
10108642,Cadmium chloride (CdCl2),Not reported,Unmeasured,NR,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Not reported,NR,Not reported,Static,Fresh water,Lab,NR,Total,0.22,AI mg/L,Mortality,Mortality,LC50,Not reported,4,Day(s),"Domal-Kwiatkowska,D., B. Sosak-Swiderska, U. Mazurek, and D. Tyrawska",17333,"The Effect of Cadmium on the Survival and Filtering Rate of Daphnia magna, Straus 1820",Pol. Arch. Hydrobiol.41(4): 465-473,1994,Purity:   NR - NR | Organism Age:   NR - NR Not reported | Conc 1 (Author):   Total NR - NR AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   NR (NR - NR) NR | Conc 3 (Author):   NR (NR - NR) NR
10108642,Cadmium chloride (CdCl2),Not reported,Unmeasured,NR,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Not reported,NR,Not reported,Not reported,Fresh water,Lab,NR,Total,0.062,AI mg/L,Mortality,Mortality,LC50*,Not reported,2,Day(s),"Sporn,A., I. Dinu, L. Stoenescu, A. Cirstea, and L.G. Ghizelea",8448,Acute and Subacute Toxicity of Cadmium (Toxicitatea Acuta Si Subacuta a Cadmiului),Igiena19(4): 201-208,1970,Purity:   NR - NR | Organism Age:   NR - NR Not reported | Conc 1 (Author):   Total NR - NR AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   NR (NR - NR) NR | Conc 3 (Author):   NR (NR - NR) NR
10108642,Cadmium chloride (CdCl2),"Technical grade, technical product, technical formulation",Unmeasured,NR,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Neonate,NR,Not reported,Static,Fresh water,Lab,7,Total,0.1049,AI mg/L,Mortality,Mortality,LC50,Not reported,2,Day(s),"Ferreira,A.L.G., S. Loureiro, and A.M.V.M. Soares",103653,"Toxicity Prediction of Binary Combinations of Cadmium, Carbendazim and Low Dissolved Oxygen on Daphnia magna",Aquat. Toxicol.89:28-39,2008,Purity:   NR - NR | Organism Age:   NR - NR Not reported | Conc 1 (Author):   Total NR - NR AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   NR (NR - NR) NR | Conc 3 (Author):   NR (NR - NR) NR
10108642,Cadmium chloride (CdCl2),Not reported,Measured,NR,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Not reported,<1,Day(s),Static,Fresh water,Lab,NR,Total,0.033,AI mg/L,Mortality,Mortality,LC50,Not reported,2,Day(s),"Chapman,G.A., S. Ota, and F. Recht",3621,Effects of Water Hardness on the Toxicity of Metals to Daphnia magna,"U.S.EPA, Corvallis, OR:17 p.",1980,Purity:   NR - NR | Organism Age:   NR - NR Day(s) | Conc 1 (Author):   Total 0.017 - 0.134 AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   NR (NR - NR) NR | Conc 3 (Author):   NR (NR - NR) NR
10108642,Cadmium chloride (CdCl2),"Reagent Grade, Purissium, Purum, Puriss or Puris",Measured,NR,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Not reported,5,Day(s),Static,Fresh water,Lab,NR,Labile,0.028,AI mg/L,Mortality,Mortality,LC50,Not reported,2,Day(s),"Nebeker,A.V., S.T. Onjukka, M.A. Cairns, and D.F. Krawczyk",12079,Survival of Daphnia magna and Hyalella azteca in Cadmium-Spiked Water and Sediment,Environ. Toxicol. Chem.5(10): 933-938,1986,Purity:   NR - NR | Organism Age:   NR - NR Day(s) | Conc 1 (Author):   Labile NR - NR AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   Total 0.036 (NR - NR) AI mg/L | Conc 3 (Author):   NR (NR - NR) NR
